Document Name,Relative Path,Extension,Word Count,Purpose,Strategic Function,Business Function,Layer Assignment,Dependencies,Inputs,Outputs,Workflows Supported,KPIs Influenced,Revenue Impact,Automation Potential,Decision Value,Scalability Value,Risk Factors,Related Documents,Related Systems,Related Departments,Lifecycle Position,Headings / Signals
Sales Problem Solving. Draft 45.docx,Sales Drafts\Sales Problem Solving. Draft 45.docx,.docx,2712,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Operations","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Operations,All lifecycle stages,Sales solves: It builds trust in real-time using: | A strong sales system: | Sales solves: It translates: | Sales solves: It creates: | Sales solves: It becomes the frontline intelligence system:
Sales Process Clarity. Draft 25.docx,Sales Drafts\Sales Process Clarity. Draft 25.docx,.docx,3778,"Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,"Supports Sales operating performance and its handoffs into Client, Finance, Management, Offer refinement.","Sales + Finance, Automation, Legal","Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal","qualified leads, buyer context, offer, CRM data, objections, stakeholder maps","closed revenue, pipeline intelligence, win/loss lessons, forecast data","Qualification, Sales, Onboarding handoff","win rate, sales cycle length, close rate, pipeline velocity, forecast accuracy, deal leakage, objection resolution rate, NRR handoff quality","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure","Same layer documents; upstream: Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal; downstream: Client, Finance, Management, Offer refinement",Sales OS; Finance OS; Automation OS; CRM; Revenue Operations; Agent Runtime; Memory Log; Workflow Automation,Sales; Finance; Automation; Legal; Management,"Qualification, Sales, Onboarding handoff",These roles ensure: | Core roles: | They build financial clarity inside the deal itself: | Before closing: | Every deal includes:
Sales Project ToC Creation. Draft 46.docx,Sales Drafts\Sales Project ToC Creation. Draft 46.docx,.docx,3054,"Contributes reusable Automation knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Operations","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Operations,All lifecycle stages,📘 MASTER TABLE OF CONTENTS — SALES PROJECT SYSTEM | 1. FOUNDATIONS LAYER (WHY SALES EXISTS) | What it covers: | What it covers: | What it covers:
Sales Role in Offer Structuring. Draft 32.docx,Sales Drafts\Sales Role in Offer Structuring. Draft 32.docx,.docx,3608,"Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,"Supports Offer operating performance and its handoffs into Marketing, Sales, Client Delivery, Finance.","Offer + Sales, Automation, Management","Sector, Client, Finance, Sales, Branding","market pain, delivery capability, buyer psychology, pricing constraints, proof","offer architecture, packages, pricing logic, risk reducers, value promise","Interest, Engagement, Qualification, Sales, Expansion","conversion rate, average contract value, gross margin, perceived value ratio, delivery feasibility score, expansion attach rate","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"overpromising, margin leakage, unclear value metric, delivery mismatch","Same layer documents; upstream: Sector, Client, Finance, Sales, Branding; downstream: Marketing, Sales, Client Delivery, Finance",Offer OS; Sales OS; Automation OS; Agent Runtime; Memory Log; Workflow Automation,Offer; Sales; Automation; Management,"Interest, Engagement, Qualification, Sales, Expansion","An offer on paper is theoretical. Sales is where: | So sales answers: | From this, you structure: | Example: | Finance may set margins, but sales determines:"
Sales SOPs. Draft 40.docx,Sales Drafts\Sales SOPs. Draft 40.docx,.docx,3465,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Operations, Management","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Operations OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Operations; Management,All lifecycle stages,So these SOPs must: | Defines: | Branching logic: | Roles: | A. BUSINESS & MARKET
Sales Syatem Engineering. Draft 7.docx,Sales Drafts\Sales Syatem Engineering. Draft 7.docx,.docx,3384,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Operations","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Operations,All lifecycle stages,"You repeatedly asked about: | Your questions about: | You mentioned: | If I distill everything, your real objective looks like this: | 1. MASTER SALES SYSTEM ARCHITECTURE"
Sales System Diagnosis Guide. Draft 23.docx,Sales Drafts\Sales System Diagnosis Guide. Draft 23.docx,.docx,3514,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Offer","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Offer,All lifecycle stages,Diagnosis Rule: | The answer: | It should be: | Examples: | Because it:
Sales System Dynamic. Draft 10.docx,Sales Drafts\Sales System Dynamic. Draft 10.docx,.docx,3354,"Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Hiring, Management","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Hiring OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Hiring; Management,All lifecycle stages,Most teams track static KPIs: | You need tight feedback loops: | Rules like: | Each role must have specific pressure metrics: | Example:
Sales System Execution Prompt. Draft 48.docx,Sales Drafts\Sales System Execution Prompt. Draft 48.docx,.docx,3722,Turns Sales intelligence into repeatable operating steps.,Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,"Supports Sales operating performance and its handoffs into Client, Finance, Management, Offer refinement.","Sales + Automation, Client, Management","Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal","qualified leads, buyer context, offer, CRM data, objections, stakeholder maps","closed revenue, pipeline intelligence, win/loss lessons, forecast data","Qualification, Sales, Onboarding handoff","win rate, sales cycle length, close rate, pipeline velocity, forecast accuracy, deal leakage, objection resolution rate, NRR handoff quality","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure","Same layer documents; upstream: Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal; downstream: Client, Finance, Management, Offer refinement",Sales OS; Automation OS; Client OS; CRM; Revenue Operations; Agent Runtime; Memory Log; Workflow Automation,Sales; Automation; Client; Management,"Qualification, Sales, Onboarding handoff",🔥 THE CORE SHIFT | A powerful system prompt commands: | 🧠 MASTER SALES EXECUTION PROMPT (SYSTEM TRIGGER) | ⚙️ GLOBAL SYSTEM PROMPT | ⚡ HOW YOU ACTUALLY USE THIS (REAL FLOW)
Sales System Grouping Stratergy. Draft 35.docx,Sales Drafts\Sales System Grouping Stratergy. Draft 35.docx,.docx,3160,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Management, Sales, Operations","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Management OS; Sales OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Management; Sales; Operations,All lifecycle stages,Owns: | Output: | Owns: | Output: | Owns:
Sales System Payment System Desgin. Draft 39.docx,Sales Drafts\Sales System Payment System Desgin. Draft 39.docx,.docx,3412,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Hiring, Management","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Hiring OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Hiring; Management,All lifecycle stages,Every role in your sales system should be paid based on what they directly control: | Example: | Example: | Example: | Bonus on:
Sales System Reconstruction. Draft 63.docx,Sales Drafts\Sales System Reconstruction. Draft 63.docx,.docx,3619,"Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,"Supports Sales operating performance and its handoffs into Client, Finance, Management, Offer refinement.","Sales + Automation, Operations, Branding","Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal","qualified leads, buyer context, offer, CRM data, objections, stakeholder maps","closed revenue, pipeline intelligence, win/loss lessons, forecast data","Qualification, Sales, Onboarding handoff","win rate, sales cycle length, close rate, pipeline velocity, forecast accuracy, deal leakage, objection resolution rate, NRR handoff quality","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure","Same layer documents; upstream: Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal; downstream: Client, Finance, Management, Offer refinement",Sales OS; Automation OS; Operations OS; CRM; Revenue Operations; Agent Runtime; Memory Log; Workflow Automation,Sales; Automation; Operations; Branding; Management,"Qualification, Sales, Onboarding handoff",SALES SYSTEM NAME | THE COGNITIVE AUTHORITY CONVERSION SYSTEM (CACS) | It is a: | The reconstructed methodology reveals a sales philosophy built around: | EXECUTIVE OVERVIEW
Sales System Revenue Breakdown. Draft 56.docx,Sales Drafts\Sales System Revenue Breakdown. Draft 56.docx,.docx,3652,"Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,"Supports Client operating performance and its handoffs into Operations, Retention, Expansion, Referrals, Case studies.","Client + Sales, Sector, Offer","Sales promises, Offer, Operations, Legal, Finance","contract, expectations, onboarding data, delivery plan, client goals","value realization, retention signals, expansion triggers, delivery intelligence","Onboarding, Delivery, Retention, Expansion, Referral","time to first value, delivery SLA, client health, retention, NRR, expansion revenue, referral rate, satisfaction","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof","Same layer documents; upstream: Sales promises, Offer, Operations, Legal, Finance; downstream: Operations, Retention, Expansion, Referrals, Case studies",Client OS; Sales OS; Sector OS,Client; Sales; Sector; Offer; Management,"Onboarding, Delivery, Retention, Expansion, Referral",Reality: | Reality: | Reality: | If you ONLY rely on high-ticket: | If you use a SYSTEM (your model):
Sales Sytem Success 99.9%. Draft 15.docx,Sales Drafts\Sales Sytem Success 99.9%. Draft 15.docx,.docx,3447,"Contributes reusable Sales knowledge, context, or operating doctrine.",Execution workflow; Measurement / KPI asset; Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,"Supports Sales operating performance and its handoffs into Client, Finance, Management, Offer refinement.","Sales + Automation, Management, Operations","Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal","qualified leads, buyer context, offer, CRM data, objections, stakeholder maps","closed revenue, pipeline intelligence, win/loss lessons, forecast data","Qualification, Sales, Onboarding handoff","win rate, sales cycle length, close rate, pipeline velocity, forecast accuracy, deal leakage, objection resolution rate, NRR handoff quality","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure","Same layer documents; upstream: Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal; downstream: Client, Finance, Management, Offer refinement",Sales OS; Automation OS; Management OS; CRM; Revenue Operations; Agent Runtime; Memory Log; Workflow Automation,Sales; Automation; Management; Operations,"Qualification, Sales, Onboarding handoff","Every 14 days, your system should: | The loop: | Who: | What they do: | Who:"
Sales Tracking and Organization. Draft 11.docx,Sales Drafts\Sales Tracking and Organization. Draft 11.docx,.docx,3109,Defines measurement logic for Automation performance and decision quality.,Execution workflow; Measurement / KPI asset; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Marketing","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Marketing,All lifecycle stages,Everything goes in: | Typical stages: | Each stage must have: | Track metrics at three levels: | Every sales leader and rep should see:
Scalable Sales Operating System. Draft 17.docx,Sales Drafts\Scalable Sales Operating System. Draft 17.docx,.docx,3357,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Offer, Sector","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Offer OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Offer; Sector; Management,All lifecycle stages,"Before tools, scripts, or CRMs, define the decision-making logic layer: | Your system must answer 5 things continuously: | This becomes your Sales Intelligence Loop: | Instead, engineer: | Revenue Equation:"
System Blueprint Aglinment. Draft 20.docx,Sales Drafts\System Blueprint Aglinment. Draft 20.docx,.docx,10555,"Positions Sales components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,"Supports Sales operating performance and its handoffs into Client, Finance, Management, Offer refinement.","Sales + Automation, Management, Marketing","Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal","qualified leads, buyer context, offer, CRM data, objections, stakeholder maps","closed revenue, pipeline intelligence, win/loss lessons, forecast data","Qualification, Sales, Onboarding handoff","win rate, sales cycle length, close rate, pipeline velocity, forecast accuracy, deal leakage, objection resolution rate, NRR handoff quality","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure","Same layer documents; upstream: Marketing, Offer, Sector, ClientPartner Acquisition, Branding, Legal; downstream: Client, Finance, Management, Offer refinement",Sales OS; Automation OS; Management OS; CRM; Revenue Operations; Agent Runtime; Memory Log; Workflow Automation,Sales; Automation; Management; Marketing,"Qualification, Sales, Onboarding handoff",1. THE CORE STACK (TOOLS = YOUR EXECUTION ENGINE) | 2. PEOPLE / AGENTS (WHO MAKES IT WORK) | 3. SKILLS REQUIRED (THE REAL MUSCLE) | 4. RESOURCE INFRASTRUCTURE (WHAT SUPPORTS SCALE) | 5. HOW IT ALL CONNECTS (IMPORTANT)
System Prompt Architecture. Draft 47.docx,Sales Drafts\System Prompt Architecture. Draft 47.docx,.docx,2659,"Positions Automation components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Operations","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Operations,All lifecycle stages,It controls: | Think of it as: | A complete system prompt has 7 layers: | This is where your sales project folder comes in: | Here is your complete system prompt:
The Elite Execution. Draft 8.docx,Sales Drafts\The Elite Execution. Draft 8.docx,.docx,3354,Turns Automation intelligence into repeatable operating steps.,Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Marketing, Management","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Marketing OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Marketing; Management,All lifecycle stages,You define: | Think of your system in 5 synchronized layers: | System components: | Assets: | Outcome: By the time they get on a call:
THE SALES OS_2024. Sales System Alignment Draft 22.docx,Sales Drafts\THE SALES OS_2024. Sales System Alignment Draft 22.docx,.docx,3513,"Contributes reusable Automation knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Operations, Offer","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Operations OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Operations; Offer; Management,All lifecycle stages,"🔍 1. INTERPRETATION — WHAT YOUR SALES OS REALLY IS | USP | CRM | ⚠️ THE PROBLEM (IMPORTANT) | Right now, your document:"
Untold Sales Success Factors. Draft 4.docx,Sales Drafts\Untold Sales Success Factors. Draft 4.docx,.docx,3619,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Branding","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",Medium-High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Branding,All lifecycle stages,Here are the deeper ones that actually move the needle: | Every step that requires: | This comes from: | If your offer requires them to: | Many sales problems are actually internal company problems:
What is a stratergy. Draft 1.docx,Sales Drafts\What is a stratergy. Draft 1.docx,.docx,3351,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Management, Operations","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Management OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Management; Operations,All lifecycle stages,Think of it like this: | Simple definition: | Example in sales: | A good strategy helps you: | Be specific about what you want:
What is Sales. Draft 66.docx,Sales Drafts\What is Sales. Draft 66.docx,.docx,3065,"Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; SOP / procedure; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Supports Automation operating performance and its handoffs into All layers.,"Automation + Sales, Operations, Management","All layer rules, data contracts, governance, approved tool access","workflows, prompts, data, APIs, events, approval rules","agents, automations, dashboards, memory updates, execution logs",All lifecycle stages,"workflow uptime, cycle time reduction, error rate, automation coverage, memory freshness, incident count, manual fallback readiness","Leverage: improves decision speed, quality, compliance, capacity, or operating margin.",High,High,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals","Same layer documents; upstream: All layer rules, data contracts, governance, approved tool access; downstream: All layers",Automation OS; Sales OS; Operations OS; Agent Runtime; Memory Log; Workflow Automation,Automation; Sales; Operations; Management,All lifecycle stages,"You can group them into 3 big buckets: | 1. MASTER MAP — TYPES OF SALES → SYSTEM DESIGN | Instead of treating sales types as isolated, we structure them into a unified system architecture: | A. BY MARKET (WHO YOU SELL TO) | B2C"
Audience navigation in a Client. Draft 19.docx,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx,.docx,626,"Contributes reusable Client knowledge, context, or operating doctrine.",Measurement / KPI asset; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,"Supports Client operating performance and its handoffs into Operations, Retention, Expansion, Referrals, Case studies.","Client + Branding, Marketing, Offer","Sales promises, Offer, Operations, Legal, Finance","contract, expectations, onboarding data, delivery plan, client goals","value realization, retention signals, expansion triggers, delivery intelligence","Onboarding, Delivery, Retention, Expansion, Referral","time to first value, delivery SLA, client health, retention, NRR, expansion revenue, referral rate, satisfaction","Direct: changes acquisition, conversion, retention, expansion, pricing, cash, or forecast quality.",High,High,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof","Same layer documents; upstream: Sales promises, Offer, Operations, Legal, Finance; downstream: Operations, Retention, Expansion, Referrals, Case studies",Client OS; Branding OS; Marketing OS,Client; Branding; Marketing; Offer; Management,"Onboarding, Delivery, Retention, Expansion, Referral",There are two layers happening at the same time: | If done right: | They treat audience like: | But in reality: | People shift based on:
