Workspace,Domain,Concern,Status,Severity,Evidence,Recommended Addition,Completion Criteria
Financial Drafts,Finance,Evolution,Missing,High,No direct source evidence detected for this concern.,Financial Drafts\17_Evolution\FINANCE_EVOLUTION_ROADMAP.md,"Finance Evolution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Financial Drafts,Finance,Completion,Partially Present,High,Financial Drafts\finos-plugin\docs\deployment.md,Financial Drafts\18_Completion\FINANCE_COMPLETION_CRITERIA.md,"Finance Completion is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Intent,Partially Present,High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\00_Foundation\CLIENT_MISSION_VISION_OBJECTIVES.md,"Client Intent is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Strategy,Partially Present,High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\00_Foundation\CLIENT_STRATEGIC_ROADMAP.md,"Client Strategy is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Constitution,Missing,Critical,No direct source evidence detected for this concern.,The Agency Client. Drafts\00_Governance\CLIENT_OPERATING_CONSTITUTION.md,"Client Constitution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Governance,Partially Present,High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\00_Governance\CLIENT_GOVERNANCE_CHARTER_AND_RACI.md,"Client Governance is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Orchestration,Partially Present,High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\01_Orchestration\CLIENT_ORCHESTRATION_ENGINE.md,"Client Orchestration is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Workspace Intelligence,Partially Present,High,The Agency Client. Drafts\Client Journey Intergration. Draft 10.docx,The Agency Client. Drafts\00_Workspace_Intelligence_Inventory\CLIENT_SOURCE_INTELLIGENCE_REGISTER.md,"Client Workspace Intelligence is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Separation Intelligence,Partially Present,Medium-High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\00_Workspace_Intelligence_Inventory\CLIENT_SEPARATION_DELIVERY_MAP.md,"Client Separation Intelligence is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Domain Intelligence,Partially Present,Medium-High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\02_Domain_Intelligence\CLIENT_ONTOLOGY_AND_DOMAIN_REGISTRY.md,"Client Domain Intelligence is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Registries,Partially Present,High,The Agency Client. Drafts\Client Journey Intergration. Draft 10.docx,The Agency Client. Drafts\03_Registries\CLIENT_MASTER_REGISTRY.md,"Client Registries is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Architecture,Partially Present,Medium-High,The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx; The Agency Client. Drafts\Client Foundartion Layer. Draft 6.docx; The Agency Client. Drafts\Client Journey Design. Draft 7.docx; The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Client Project Gaps. Draft 17.docx,The Agency Client. Drafts\01_Architecture\CLIENT_OPERATING_ARCHITECTURE.md,"Client Architecture is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,State Management,Partially Present,Medium-High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\04_State\CLIENT_STATE_MODEL_AND_STATUS_BOARD.md,"Client State Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Execution,Partially Present,Medium-High,The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Journey Design. Draft 7.docx; The Agency Client. Drafts\Client Journey Intergration. Draft 10.docx,The Agency Client. Drafts\05_Execution\CLIENT_EXECUTION_PLAYBOOK.md,"Client Execution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Workflows,Partially Present,Medium-High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\05_Execution\CLIENT_WORKFLOW_CATALOG.md,"Client Workflows is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Agents,Partially Present,Medium,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Funnel s Flywheel. Draft 14.docx; The Agency Client. Drafts\Client Journey Design. Draft 7.docx,The Agency Client. Drafts\06_Automation\CLIENT_AGENT_REGISTRY.md,"Client Agents is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Tools,Partially Present,Medium,The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Strategic Execution Operation. Draft 22.docx,The Agency Client. Drafts\06_Automation\CLIENT_TOOL_AND_CONNECTOR_REGISTRY.md,"Client Tools is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Schemas,Partially Present,Medium,The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Legal Structures. Draft 11.docx; The Agency Client. Drafts\Strategic Execution Operation. Draft 22.docx,The Agency Client. Drafts\07_Schemas\CLIENT_DATA_CONTRACTS_AND_SCHEMAS.md,"Client Schemas is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Events,Partially Present,Medium,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\07_Schemas\CLIENT_EVENT_CATALOG.md,"Client Events is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Artifacts,Partially Present,Medium,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx; The Agency Client. Drafts\Client Foundartion Layer. Draft 6.docx,The Agency Client. Drafts\08_Artifacts\CLIENT_ARTIFACT_CATALOG.md,"Client Artifacts is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Ownership,Partially Present,High,The Agency Client. Drafts\Clarification Request. Draft 5.docx,The Agency Client. Drafts\00_Governance\CLIENT_OWNERSHIP_RACI.md,"Client Ownership is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Validation,Partially Present,High,The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx; The Agency Client. Drafts\Legal Structures. Draft 11.docx,The Agency Client. Drafts\09_Validation\CLIENT_VALIDATION_GATES.md,"Client Validation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Observability,Partially Present,High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx; The Agency Client. Drafts\Client Foundartion Layer. Draft 6.docx,The Agency Client. Drafts\10_Observability\CLIENT_OBSERVABILITY_DASHBOARD_SPEC.md,"Client Observability is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Information Storage,Partially Present,Medium,The Agency Client. Drafts\Client Journey Intergration. Draft 10.docx,The Agency Client. Drafts\10_Observability\CLIENT_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,"Client Information Storage is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Historical Memory,Partially Present,Medium,The Agency Client. Drafts\Client Clarity Process. Draft 12.docx,The Agency Client. Drafts\11_Memory\CLIENT_HISTORICAL_MEMORY_LOG.md,"Client Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Operational Memory,Partially Present,Medium,The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Funnel s Flywheel. Draft 14.docx; The Agency Client. Drafts\Client Journey Design. Draft 7.docx; The Agency Client. Drafts\Client Onboarding 360. Draft 16.docx; The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx,The Agency Client. Drafts\11_Memory\CLIENT_OPERATIONAL_MEMORY_LOG.md,"Client Operational Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Decision Memory,Partially Present,Medium-High,The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx; The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Legal Structures. Draft 11.docx; The Agency Client. Drafts\Strategic Execution Operation. Draft 22.docx,The Agency Client. Drafts\11_Memory\CLIENT_DECISION_LOG.md,"Client Decision Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Execution Memory,Partially Present,Medium,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Funnel s Flywheel. Draft 14.docx; The Agency Client. Drafts\Client Journey Design. Draft 7.docx,The Agency Client. Drafts\11_Memory\CLIENT_EXECUTION_LOG.md,"Client Execution Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Learning Systems,Missing,Medium-High,No direct source evidence detected for this concern.,The Agency Client. Drafts\12_Learning\CLIENT_LEARNING_LOOP_PROTOCOL.md,"Client Learning Systems is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Enterprise Controls,Partially Present,Medium-High,The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx; The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Client Project Gaps. Draft 17.docx; The Agency Client. Drafts\Client Segmentation Overview. Draft 3.docx; The Agency Client. Drafts\Client vs Business Journey. Draft 18.docx,The Agency Client. Drafts\00_Governance\CLIENT_ENTERPRISE_CONTROLS.md,"Client Enterprise Controls is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Automation,Partially Present,Medium-High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\06_Automation\CLIENT_AUTOMATION_REGISTRY_AND_APPROVAL_MATRIX.md,"Client Automation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Security,Partially Present,Medium,The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Legal Structures. Draft 11.docx; The Agency Client. Drafts\Strategic Execution Operation. Draft 22.docx,The Agency Client. Drafts\00_Governance\CLIENT_SECURITY_AND_ACCESS_POLICY.md,"Client Security is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Resources,Partially Present,Medium,The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\13_Resources\CLIENT_RESOURCE_AND_CAPACITY_MODEL.md,"Client Resources is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Knowledge,Partially Present,Medium,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\14_Knowledge\CLIENT_KNOWLEDGE_GRAPH_INDEX.md,"Client Knowledge is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Change Management,Missing,High,No direct source evidence detected for this concern.,The Agency Client. Drafts\15_Change\CLIENT_CHANGE_CONTROL_PROTOCOL.md,"Client Change Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Versioning,Partially Present,Medium-High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\15_Change\CLIENT_VERSIONING_AND_RELEASE_LOG.md,"Client Versioning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Recovery,Partially Present,Medium,The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx; The Agency Client. Drafts\Legal Structures. Draft 11.docx; The Agency Client. Drafts\Strategic Execution Operation. Draft 22.docx,The Agency Client. Drafts\16_Recovery\CLIENT_RECOVERY_AND_FALLBACK_PLAN.md,"Client Recovery is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Strategic Planning,Partially Present,Medium,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Building a Pre-Client Audience. Draft 20.docx; The Agency Client. Drafts\Clarification Request. Draft 5.docx; The Agency Client. Drafts\Client Clarity Process. Draft 12.docx; The Agency Client. Drafts\Client Cycle Overview. Draft 2.docx; The Agency Client. Drafts\Client Fit and Qualification. Draft 15.docx,The Agency Client. Drafts\00_Foundation\CLIENT_INITIATIVE_PORTFOLIO.md,"Client Strategic Planning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Evolution,Missing,High,No direct source evidence detected for this concern.,The Agency Client. Drafts\17_Evolution\CLIENT_EVOLUTION_ROADMAP.md,"Client Evolution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Client. Drafts,Client,Completion,Partially Present,High,The Agency Client. Drafts\Audience navigation in a Client. Draft 19.docx; The Agency Client. Drafts\Legal Structures. Draft 11.docx,The Agency Client. Drafts\18_Completion\CLIENT_COMPLETION_CRITERIA.md,"Client Completion is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Intent,Partially Present,High,The Agency Draft 1.2\360  Degree Agncy Framework Draft 9.docx; The Agency Draft 1.2\360 Agency Execution. Draft 28.docx; The Agency Draft 1.2\360 Revenue Growth. Draft 5.docx; The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency BrandingMarketing. Draft 3.docx; The Agency Draft 1.2\Agency Revenue Orchestration. Draft 7.docx,The Agency Draft 1.2\00_Foundation\MANAGEMENT_MISSION_VISION_OBJECTIVES.md,"Management Intent is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Strategy,Partially Present,High,The Agency Draft 1.2\360  Degree Agncy Framework Draft 9.docx; The Agency Draft 1.2\360 Agency Execution. Draft 28.docx; The Agency Draft 1.2\360 Revenue Growth. Draft 5.docx; The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency BrandingMarketing. Draft 3.docx; The Agency Draft 1.2\Agency Revenue Orchestration. Draft 7.docx,The Agency Draft 1.2\00_Foundation\MANAGEMENT_STRATEGIC_ROADMAP.md,"Management Strategy is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Constitution,Partially Present,High,The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency Vision Blue Print. Draft 27.docx; The Agency Draft 1.2\Client Partner Acquisition Vision Draft 13.docx,The Agency Draft 1.2\00_Governance\MANAGEMENT_OPERATING_CONSTITUTION.md,"Management Constitution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Governance,Partially Present,High,The Agency Draft 1.2\360  Degree Agncy Framework Draft 9.docx; The Agency Draft 1.2\360 Agency Execution. Draft 28.docx; The Agency Draft 1.2\360 Revenue Growth. Draft 5.docx; The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency BrandingMarketing. Draft 3.docx; The Agency Draft 1.2\Agency Revenue Orchestration. Draft 7.docx,The Agency Draft 1.2\00_Governance\MANAGEMENT_GOVERNANCE_CHARTER_AND_RACI.md,"Management Governance is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Orchestration,Partially Present,High,The Agency Draft 1.2\360  Degree Agncy Framework Draft 9.docx; The Agency Draft 1.2\360 Agency Execution. Draft 28.docx; The Agency Draft 1.2\360 Revenue Growth. Draft 5.docx; The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency BrandingMarketing. Draft 3.docx; The Agency Draft 1.2\Agency Revenue Orchestration. Draft 7.docx,The Agency Draft 1.2\01_Orchestration\MANAGEMENT_ORCHESTRATION_ENGINE.md,"Management Orchestration is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Workspace Intelligence,Partially Present,High,The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency Vision Blue Print. Draft 27.docx; The Agency Draft 1.2\Client Partner Acquisition Vision Draft 13.docx,The Agency Draft 1.2\00_Workspace_Intelligence_Inventory\MANAGEMENT_SOURCE_INTELLIGENCE_REGISTER.md,"Management Workspace Intelligence is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Separation Intelligence,Partially Present,Medium-High,The Agency Draft 1.2\360  Degree Agncy Framework Draft 9.docx; The Agency Draft 1.2\360 Agency Execution. Draft 28.docx; The Agency Draft 1.2\360 Revenue Growth. Draft 5.docx; The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency BrandingMarketing. Draft 3.docx; The Agency Draft 1.2\Agency Revenue Orchestration. Draft 7.docx,The Agency Draft 1.2\00_Workspace_Intelligence_Inventory\MANAGEMENT_SEPARATION_DELIVERY_MAP.md,"Management Separation Intelligence is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Domain Intelligence,Partially Present,Medium-High,The Agency Draft 1.2\360  Degree Agncy Framework Draft 9.docx; The Agency Draft 1.2\360 Agency Execution. Draft 28.docx; The Agency Draft 1.2\360 Revenue Growth. Draft 5.docx; The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency BrandingMarketing. Draft 3.docx; The Agency Draft 1.2\Agency Revenue Orchestration. Draft 7.docx,The Agency Draft 1.2\02_Domain_Intelligence\MANAGEMENT_ONTOLOGY_AND_DOMAIN_REGISTRY.md,"Management Domain Intelligence is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Draft 1.2,Management,Registries,Partially Present,High,The Agency Draft 1.2\360Agency Dependancy Mapping. Draft 29.docx; The Agency Draft 1.2\Agency Vision Blue Print. Draft 27.docx; The Agency Draft 1.2\Client Partner Acquisition Vision Draft 13.docx; The Agency Draft 1.2\Financial Operating System. Draft 19.docx; The Agency Draft 1.2\System Architure Optimization. Draft 6.docx,The Agency Draft 1.2\03_Registries\MANAGEMENT_MASTER_REGISTRY.md,"Management Registries is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
